"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps","year","inside"
"107","HAM-043","HAM",43,10,NA,NA,43.27957,-79.8915,NA,NA,2025-08-01 16:00:00,NA,1,NA,0.3,"VR2W",69,121999,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025",TRUE
"108","HAM-044","HAM",44,6,NA,NA,43.27597,-79.90658,NA,NA,2023-04-28 15:50:00,2023-10-05 17:14:00,0.96,NA,NA,"VR2W",69,127840,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"109","HAM-044","HAM",44,7,NA,NA,43.27725,-79.90494,NA,NA,2024-03-13 18:47:00,2024-09-04 14:19:00,0.41,NA,NA,"VR2W-Tx",69,481801,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"110","HAM-044","HAM",44,8,NA,NA,43.27636,-79.90489,NA,NA,2025-04-25 14:45:00,2025-09-02 18:49:00,0.75,NA,0.3,"VR2W-Tx",69,481799,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"111","HAM-045","HAM",45,6,NA,NA,43.3046,-79.80238,NA,NA,2022-09-01 15:45:00,2023-09-14 15:25:00,1.2,NA,NA,"VR2W",69,127829,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"112","HAM-045","HAM",45,7,NA,NA,43.3046,-79.80238,NA,NA,2025-07-03 14:45:00,2025-11-25 16:30:00,NA,NA,NA,"VR2W",69,132999,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"113","HAM-046","HAM",46,8,NA,NA,43.30771,-79.82588,NA,NA,2022-09-15 18:34:00,2023-08-16 14:20:00,2,NA,NA,"VR2W",69,132997,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"114","HAM-046","HAM",46,9,NA,NA,43.30771,-79.82588,NA,NA,2023-08-16 14:20:00,2024-08-23 16:30:00,NA,NA,NA,"VR2W",69,132997,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"115","HAM-046","HAM",46,10,NA,NA,43.30771,-79.82588,NA,NA,2024-08-23 16:34:00,2025-06-21 04:00:00,NA,NA,NA,"VR2W",69,132997,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2024",TRUE
"116","HAM-046","HAM",46,11,NA,NA,43.30771,-79.82588,NA,NA,2025-08-07 14:20:00,2025-11-25 16:15:00,1.9,0.9,1,"VR2W",69,121988,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"117","HAM-047","HAM",47,7,NA,NA,43.30267,-79.83991,NA,NA,2022-09-15 18:47:00,2023-08-16 14:20:00,1.5,NA,NA,"VR2W",69,121988,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"118","HAM-047","HAM",47,8,NA,NA,43.30267,-79.83991,NA,NA,2023-08-16 17:27:00,2024-08-23 16:11:00,NA,NA,NA,"VR2W",69,121988,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"119","HAM-047","HAM",47,9,NA,NA,43.30267,-79.83991,NA,NA,2024-08-23 16:14:00,2025-04-01 14:30:00,NA,NA,NA,"VR2W",69,121988,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2024",TRUE
"120","HAM-047","HAM",47,10,NA,NA,43.30267,-79.83991,NA,NA,2025-07-03 15:22:00,2025-11-19 18:17:00,NA,NA,NA,"VR2W",69,121991,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"121","HAM-048","HAM",48,7,NA,NA,43.27311,-79.88506,NA,NA,2022-09-15 17:08:00,2023-08-16 19:59:00,2.5,NA,NA,"VR2W",69,132820,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"122","HAM-051","HAM",51,7,NA,NA,43.26976,-79.87317,NA,NA,2022-09-09 18:16:00,2023-09-14 16:33:00,3.2,NA,NA,"VR2W",69,121991,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"123","HAM-051","HAM",51,8,NA,NA,43.26976,-79.87317,NA,NA,2023-09-14 16:50:00,2024-07-31 17:20:00,NA,NA,NA,"VR2W",69,121991,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"124","HAM-051","HAM",51,9,NA,NA,43.26976,-79.87317,NA,NA,2024-07-31 17:22:00,2025-04-25 14:30:00,NA,NA,NA,"VR2W",69,121991,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2024",TRUE
"125","HAM-051","HAM",51,10,NA,NA,43.26976,-79.87317,NA,NA,2025-07-03 16:30:00,2025-11-19 18:39:00,NA,NA,NA,"VR2W",69,132818,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"126","HAM-053","HAM",53,8,NA,NA,43.2759,-79.86333,NA,NA,2022-09-08 19:10:00,2023-09-14 18:19:00,6.3,NA,NA,"VR2W",69,133111,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"127","HAM-053","HAM",53,9,NA,NA,43.2759,-79.86333,NA,NA,2023-09-14 18:45:00,2024-07-31 14:45:00,NA,NA,NA,"VR2W",69,133111,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"128","HAM-053","HAM",53,10,NA,NA,43.2759,-79.86333,NA,NA,2024-07-31 14:48:00,2025-08-01 14:00:00,NA,NA,NA,"VR2W",69,133111,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"129","HAM-053","HAM",53,11,NA,NA,43.2759,-79.86333,NA,NA,2025-08-01 14:25:00,2025-11-19 17:35:00,7.2,NA,5.7,"VR2W",69,133111,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"130","HAM-058","HAM",58,6,NA,NA,43.31292,-79.8061,NA,NA,2022-09-01 15:25:00,2023-08-16 13:50:00,1.2,NA,NA,"VR2W",69,124717,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"131","HAM-058","HAM",58,7,NA,NA,43.31292,-79.8061,NA,NA,2023-08-16 13:50:00,2024-08-08 19:15:00,NA,NA,NA,"VR2W",69,124717,"MAP-115",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"132","HAM-058","HAM",58,8,NA,NA,43.31292,-79.8061,NA,NA,2024-08-08 19:19:00,2025-08-01 16:20:00,NA,NA,NA,"VR2W",69,124717,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"133","HAM-058","HAM",58,9,NA,NA,43.31292,-79.8061,NA,NA,2025-08-01 16:30:00,NA,1.2,NA,0.3,"VR2W",69,124717,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025",TRUE
"134","HAM-059","HAM",59,3,NA,NA,43.29493,-79.87553,NA,NA,2022-04-05 17:45:00,2022-09-28 20:15:00,0.8,NA,NA,"VR2W",69,137955,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022",FALSE
"135","HAM-059","HAM",59,4,NA,NA,43.29493,-79.87553,NA,NA,2023-04-04 20:45:00,2023-11-16 05:00:00,NA,NA,NA,"VR2W",69,127843,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"136","HAM-059","HAM",59,5,NA,NA,43.29493,-79.87553,NA,NA,2024-03-07 16:49:00,2024-08-26 17:38:00,0.6,NA,NA,"VR2W",69,127843,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",FALSE
"137","HAM-059","HAM",59,7,NA,NA,43.29493,-79.87553,NA,NA,2025-04-11 15:25:00,2025-08-28 17:13:00,1,0.75,0.15,"VR2W",69,119681,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"138","HAM-060","HAM",60,3,NA,NA,43.29026,-79.88512,NA,NA,2022-04-05 18:50:00,2022-09-28 18:49:00,0.7,NA,NA,"VR2W",69,127836,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022",TRUE
"139","HAM-060","HAM",60,4,NA,NA,43.29029,-79.88518,NA,NA,2023-04-04 19:11:00,2023-11-21 18:30:00,NA,NA,NA,"VR2W-Tx",69,481721,"Generation 2",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"140","HAM-061","HAM",61,3,NA,NA,43.29002,-79.88233,NA,NA,2022-04-05 18:00:00,2022-09-28 18:35:00,0.8,NA,NA,"VR2W",69,137956,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022",TRUE
"141","HAM-061","HAM",61,4,NA,NA,43.29015,-79.88239,NA,NA,2023-04-04 17:55:00,2023-11-23 05:00:00,NA,NA,NA,"VR2W",69,137954,"Generation 2",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"142","HAM-061","HAM",61,5,NA,NA,43.29,-79.88234,NA,NA,2024-03-07 18:18:00,2024-08-22 16:11:00,0.55,NA,NA,"VR2W",69,127847,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"143","HAM-061","HAM",61,7,NA,NA,43.28919,-79.88244,NA,NA,2025-04-11 17:21:00,2025-08-28 16:14:00,0.6,0.3,0.1,"VR2W",69,121998,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"144","HAM-062","HAM",62,3,NA,NA,43.29034,-79.8864,NA,NA,2022-04-05 19:20:00,2022-11-03 15:00:00,0.8,NA,NA,"VR2W",69,127840,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"145","HAM-062","HAM",62,4,NA,NA,43.29041,-79.88652,NA,NA,2023-04-04 19:15:00,2023-11-22 05:00:00,NA,NA,NA,"VR2W",69,127847,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"146","HAM-062","HAM",62,5,NA,NA,43.29042,-79.88627,NA,NA,2024-03-07 19:14:00,2024-11-18 05:00:00,0.85,NA,NA,"VR2W",69,107321,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"147","HAM-062","HAM",62,6,NA,NA,43.29044,-79.88634,NA,NA,2025-04-11 18:09:00,2025-09-26 13:35:00,1,0.5,0.3,"VR2W",69,133002,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"148","HAM-063","HAM",63,6,NA,NA,43.2822,-79.88451,NA,NA,2023-08-16 18:18:00,2024-08-23 14:26:00,NA,NA,NA,"VR2W",69,127827,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2023",TRUE
"149","HAM-063","HAM",63,7,NA,NA,43.2822,-79.88451,NA,NA,2024-08-23 14:28:00,2025-08-01 15:50:00,1.5,NA,NA,"VR2W",69,127827,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2024",TRUE
"150","HAM-063","HAM",63,8,NA,NA,43.2822,-79.88451,NA,NA,2025-08-01 16:00:00,2025-11-19 17:05:00,1.5,NA,NA,"VR2W",69,127827,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"151","HAM-066","HAM",66,3,NA,NA,43.29282,-79.88101,NA,NA,2022-04-05 16:50:00,2022-09-28 19:43:00,0.6,NA,NA,"VR2W",69,127843,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022",TRUE
"152","HAM-066","HAM",66,4,NA,NA,43.29282,-79.88101,NA,NA,2023-04-04 19:35:00,2023-12-01 05:00:00,NA,NA,NA,"VR2W",69,133002,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"153","HAM-066","HAM",66,5,NA,NA,43.29283,-79.88119,NA,NA,2024-03-07 17:20:00,2024-08-26 16:30:00,0.2,NA,NA,"VR2W",69,133002,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"154","HAM-066","HAM",66,6,NA,NA,43.29282,-79.88116,NA,NA,2025-04-11 16:10:00,2025-08-28 14:55:00,0.4,NA,NA,"VR2W",69,127832,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"155","HAM-067","HAM",67,3,NA,NA,43.29422,-79.87928,NA,NA,2022-04-05 17:22:00,2022-09-28 20:09:00,0.8,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",FALSE
"156","HAM-067","HAM",67,5,NA,NA,43.29422,-79.87928,NA,NA,2023-04-04 20:02:00,2023-11-21 19:20:00,NA,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023",FALSE
"157","HAM-067","HAM",67,6,NA,NA,43.29422,-79.87928,NA,NA,2024-03-07 16:18:00,2024-08-26 16:40:00,0.7,NA,NA,"VR2W",69,132999,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"158","HAM-067","HAM",67,8,NA,NA,43.29422,-79.87928,NA,NA,2025-04-11 14:55:00,2025-09-08 14:12:00,1.2,0.5,0.5,"VR2W",69,132820,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"159","HAM-068","HAM",68,1,NA,NA,43.28967,-79.88531,NA,NA,2022-04-05 19:45:00,2022-09-28 18:45:00,0.7,NA,NA,"VR2W",69,137954,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2022",TRUE
"160","HAM-068","HAM",68,2,NA,NA,43.28968,-79.88512,NA,NA,2023-04-04 18:01:00,2023-11-21 19:30:00,NA,NA,NA,"VR2W",69,119662,"MAP-115",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"161","HAM-068","HAM",68,3,NA,NA,43.28972,-79.88528,NA,NA,2024-03-07 19:28:00,2024-08-22 14:12:00,0.6,NA,NA,"VR2W",69,119662,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"162","HAM-068","HAM",68,5,NA,NA,43.28975,-79.8852,NA,NA,2025-04-11 17:00:00,2025-09-26 13:35:00,0.8,0.3,0.3,"VR2W",69,105463,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"163","HAM-070","HAM",70,1,NA,NA,43.28605,-79.88826,NA,NA,2023-08-16 19:38:00,2024-08-23 15:07:00,NA,NA,NA,"VR2W",69,481800,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2023",TRUE
"164","HAM-070","HAM",70,2,NA,NA,43.28605,-79.88826,NA,NA,2024-08-23 15:09:00,2024-11-27 20:20:00,NA,NA,NA,"VR2W-Tx",69,481800,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"165","HAM-070","HAM",70,3,NA,NA,43.28721,-79.88798,NA,NA,2025-04-11 18:45:00,2025-09-26 14:46:00,0.75,NA,NA,"VR2W-Tx",69,487623,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"166","HAM-071","HAM",71,1,NA,NA,43.28121,-79.88821,NA,NA,2023-08-16 19:28:00,2024-06-13 17:57:00,NA,NA,NA,"VR2AR",69,549116,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"167","HAM-072","HAM",72,1,NA,NA,43.27815,-79.88745,NA,NA,2022-11-03 16:37:00,2023-07-10 16:13:00,NA,NA,NA,"VR2AR",69,548262,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"168","HAM-072","HAM",72,2,NA,NA,43.27815,-79.88745,NA,NA,2023-07-10 16:18:00,2024-06-13 17:30:00,4.3,NA,NA,"VR2AR",69,548254,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"169","HAM-072","HAM",72,3,NA,NA,43.27815,-79.88745,NA,NA,2024-06-13 17:48:00,2025-07-03 15:51:00,4.3,NA,NA,"VR2AR",69,548276,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"170","HAM-072","HAM",72,4,NA,NA,43.27815,-79.88745,NA,NA,2025-07-03 16:00:00,2025-10-21 14:44:00,4.3,1.5,NA,"VR2AR",69,549102,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"171","HAM-073","HAM",73,1,NA,NA,43.28003,-79.88284,NA,NA,2022-11-03 16:33:00,2023-07-10 16:25:00,NA,NA,NA,"VR2AR",69,548241,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"172","HAM-073","HAM",73,2,NA,NA,43.28003,-79.88284,NA,NA,2023-07-10 16:30:00,2024-06-13 17:20:00,6,NA,NA,"VR2AR",69,548276,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"173","HAM-073","HAM",73,3,NA,NA,43.28003,-79.88284,NA,NA,2024-06-13 17:28:00,2025-07-10 15:30:00,3.8,NA,NA,"VR2AR",69,548262,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"174","HAM-073","HAM",73,4,NA,NA,43.28003,-79.88284,NA,NA,2025-07-10 15:35:00,2025-10-21 14:35:00,5.4,1.5,NA,"VR2AR",69,548265,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"175","HAM-074","HAM",74,1,NA,NA,43.28268,-79.87783,NA,NA,2022-11-03 16:27:00,2023-07-10 16:37:00,NA,NA,NA,"VR2AR",69,548253,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"176","HAM-074","HAM",74,2,NA,NA,43.28268,-79.87783,NA,NA,2023-07-10 16:42:00,2024-06-13 17:09:00,9.4,NA,NA,"VR2AR",69,548262,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"177","HAM-074","HAM",74,3,NA,NA,43.28268,-79.87783,NA,NA,2024-06-13 17:12:00,2025-07-10 15:17:00,9.4,NA,NA,"VR2AR",69,548241,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"178","HAM-074","HAM",74,4,NA,NA,43.28268,-79.87783,NA,NA,2025-07-10 15:20:00,2025-10-21 14:28:00,9.4,1.5,NA,"VR2AR",69,549107,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"179","HAM-075","HAM",75,1,NA,NA,43.28577,-79.8707,NA,NA,2022-11-03 16:20:00,2023-07-10 17:00:00,NA,NA,NA,"VR2AR",69,548265,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"180","HAM-075","HAM",75,2,NA,NA,43.28577,-79.8707,NA,NA,2023-07-10 17:03:00,2024-06-27 19:33:00,4.4,NA,NA,"VR2AR",69,548253,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"181","HAM-075","HAM",75,3,NA,NA,43.28577,-79.8707,NA,NA,2024-06-27 19:36:00,2025-07-10 15:05:00,4.2,NA,NA,"VR2AR",69,548243,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"182","HAM-075","HAM",75,4,NA,NA,43.28577,-79.8707,NA,NA,2025-07-10 15:08:00,2025-10-21 13:42:00,4.3,1.5,NA,"VR2AR",69,552977,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"183","HAM-076","HAM",76,1,NA,NA,43.28368,-79.87139,NA,NA,2022-11-03 16:09:00,2023-07-10 16:49:00,NA,NA,NA,"VR2AR",69,548251,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"184","HAM-076","HAM",76,2,NA,NA,43.28368,-79.87139,NA,NA,2023-07-10 16:54:00,2024-06-13 16:40:00,12.8,NA,NA,"VR2AR",69,548241,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"185","HAM-076","HAM",76,3,NA,NA,43.28368,-79.87139,NA,NA,2024-06-13 16:50:00,2025-07-10 14:46:00,12.9,NA,NA,"VR2AR",69,549107,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"186","HAM-076","HAM",76,4,NA,NA,43.28368,-79.87139,NA,NA,2025-07-10 14:49:00,2025-10-21 13:46:00,12.7,1.5,NA,"VR2AR",69,548706,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"187","HAM-077","HAM",77,1,NA,NA,43.28064,-79.8693,NA,NA,2022-11-03 16:03:00,2023-07-10 15:42:00,NA,NA,NA,"VR2AR",69,548254,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"188","HAM-077","HAM",77,2,NA,NA,43.28064,-79.8693,NA,NA,2023-07-10 15:45:00,2024-06-13 16:27:00,13,NA,NA,"VR2AR",69,549107,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"189","HAM-077","HAM",77,3,NA,NA,43.28064,-79.8693,NA,NA,2024-06-13 16:33:00,2025-07-10 14:37:00,12.7,NA,NA,"VR2AR",69,552977,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"190","HAM-077","HAM",77,4,NA,NA,43.28064,-79.8693,NA,NA,2025-07-10 14:41:00,2025-10-21 13:55:00,12.8,1.5,NA,"VR2AR",69,552973,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"191","HAM-078","HAM",78,1,NA,NA,43.27774,-79.87807,NA,NA,2022-11-03 16:57:00,2023-07-10 15:56:00,NA,NA,NA,"VR2AR",69,548276,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"192","HAM-078","HAM",78,2,NA,NA,43.27774,-79.87807,NA,NA,2023-07-10 16:05:00,2024-06-26 14:38:00,10.1,NA,NA,"VR2AR",69,549109,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"193","HAM-078","HAM",78,3,NA,NA,43.27774,-79.87807,NA,NA,2024-06-26 14:47:00,2025-07-23 19:05:00,9.7,NA,NA,"VR2AR",69,548274,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"194","HAM-078","HAM",78,4,NA,NA,43.27774,-79.87807,NA,NA,2025-07-23 19:11:00,2025-10-21 14:22:00,9.9,1.5,NA,"VR2AR",69,552890,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"195","HAM-079","HAM",79,1,NA,NA,43.27475,-79.88547,NA,NA,2022-11-03 16:41:00,2023-06-23 17:36:00,NA,NA,NA,"VR2AR",69,548255,"MAP-115",NA,NA,NA,"No","HAMLO","No","2022",TRUE
"196","HAM-079","HAM",79,2,NA,NA,43.27447,-79.88546,NA,NA,2023-06-23 18:08:00,2024-06-26 13:02:00,4.8,NA,NA,"VR2AR",69,547996,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"197","HAM-079","HAM",79,3,NA,NA,43.27447,-79.88546,NA,NA,2024-06-26 13:13:00,2025-07-10 15:42:00,4,NA,NA,"VR2AR",69,552976,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"198","HAM-079","HAM",79,4,NA,NA,43.27447,-79.88546,NA,NA,2025-07-10 15:46:00,2025-10-21 14:50:00,4.5,1.5,NA,"VR2AR",69,548243,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"199","HAM-080","HAM",80,1,NA,NA,43.27191,-79.88202,NA,NA,2024-06-27 20:15:00,2025-07-23 19:49:00,4.6,NA,NA,"VR2AR",69,552974,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"200","HAM-080","HAM",80,2,NA,NA,43.27191,-79.88202,NA,NA,2025-07-23 19:49:00,2025-10-21 14:55:00,4.5,1.5,NA,"VR2AR",69,552971,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"201","HAM-081","HAM",81,1,NA,NA,43.2712,-79.87804,NA,NA,2023-07-11 14:50:00,2024-06-26 13:20:00,3.3,NA,NA,"VR2AR",69,552979,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"202","HAM-081","HAM",81,2,NA,NA,43.2712,-79.87804,NA,NA,2024-06-26 13:44:00,2025-07-23 14:02:00,3.1,NA,NA,"VR2AR",69,547996,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"203","HAM-081","HAM",81,3,NA,NA,43.2712,-79.87804,NA,NA,2025-07-23 14:12:00,2025-10-21 14:11:00,3,1.5,NA,"VR2AR",69,548241,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"204","HAM-082","HAM",82,1,NA,NA,43.27184,-79.87547,NA,NA,2023-07-11 14:53:00,2024-06-26 13:40:00,4.7,NA,NA,"VR2AR",69,552971,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"205","HAM-082","HAM",82,2,NA,NA,43.27184,-79.87547,NA,NA,2024-06-26 14:10:00,2025-08-27 14:42:00,3.9,NA,NA,"VR2AR",69,552979,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"206","HAM-083","HAM",83,1,NA,NA,43.27432,-79.87759,NA,NA,2023-09-14 15:56:00,2024-06-27 20:00:00,NA,NA,NA,"VR2AR",69,552974,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"207","HAM-083","HAM",83,2,NA,NA,43.27432,-79.87759,NA,NA,2024-06-27 20:08:00,2025-07-23 14:19:00,8.1,NA,NA,"VR2AR",69,552971,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"208","HAM-083","HAM",83,3,NA,NA,43.27432,-79.87759,NA,NA,2025-07-23 14:24:00,2025-10-21 14:17:00,8.2,1.5,NA,"VR2AR",69,552976,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"209","HAM-084","HAM",84,1,NA,NA,43.27551,-79.87173,NA,NA,2023-09-14 15:53:00,2024-06-26 14:14:00,NA,NA,NA,"VR2AR",69,548274,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"210","HAM-084","HAM",84,2,NA,NA,43.27551,-79.87173,NA,NA,2024-06-27 19:38:00,2025-07-23 14:29:00,9.4,NA,NA,"VR2AR",69,548253,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2024",TRUE
"211","HAM-084","HAM",84,3,NA,NA,43.27551,-79.87173,NA,NA,2025-07-23 14:35:00,2025-10-21 14:02:00,9.4,1.5,NA,"VR2AR",69,549114,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"212","HAM-085","HAM",85,1,NA,NA,43.27843,-79.8619,NA,NA,2023-07-10 15:23:00,2024-06-13 16:00:00,10,NA,NA,"VR2AR",69,552977,"Generation-2",NA,NA,NA,"No","HAMLO","No","2023",TRUE
"213","HAM-085","HAM",85,2,NA,NA,43.27843,-79.8619,NA,NA,2024-06-13 16:05:00,2025-07-10 15:59:00,9.8,NA,NA,"VR2AR",69,549114,"Generation-2",NA,NA,NA,"No","HAMLO","No","2024",TRUE
"214","HAM-085","HAM",85,3,NA,NA,43.27843,-79.8619,NA,NA,2025-07-10 16:08:00,2025-10-21 13:15:00,10.4,1.5,NA,"VR2AR",69,548262,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025",TRUE
"215","HAM-087","HAM",87,1,NA,NA,43.29413,-79.88175,NA,NA,2024-03-07 18:55:00,2024-08-26 17:10:00,0.5,NA,NA,"VR2W-Tx",69,487623,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
"216","HAM-087","HAM",87,3,NA,NA,43.29432,-79.88198,NA,NA,2025-04-11 16:00:00,2025-09-03 15:30:00,1,0.75,0.15,"VR2W-Tx",69,481800,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2025",TRUE
"217","HAM-088","HAM",88,1,NA,NA,43.27514,-79.92065,NA,NA,2024-03-13 16:24:00,2024-08-28 17:00:00,0.75,NA,NA,"VR2W",69,137957,"Generation-2",NA,NA,NA,"Yes","HAMLO","No","2024",TRUE
